Service_Area,Band,Winning_Price,Company_Name,Uplink_Start,Uplink_Stop,"Downlink_Start","Downlink_Stop"
,,,,1762.7,1762.9,1857.7,1857.9
,,,,1762.9,1763.1,1857.9,1858.1
,,,,1763.1,1763.3,1858.1,1858.3
,,,,1763.3,1763.5,1858.3,1858.5
,,,,1763.5,1763.7,1858.5,1858.7
,,,,1763.7,1763.9,1858.7,1858.9
,,,,1763.9,1764.1,1858.9,1859.1
,,,,1764.1,1764.3,1859.1,1859.3
,,,,1764.3,1764.5,1859.3,1859.5
,,,,1764.5,1764.7,1859.5,1859.7
,,,,1764.7,1764.9,1859.7,1859.9
Kerala,1800,10.4,Idea,1719.1,1719.3,1814.1,1814.3
,,,,1719.3,1719.5,1814.3,1814.5
,,,,1719.5,1719.7,1814.5,1814.7
,,,,1719.7,1719.9,1814.7,1814.9
,,,,1719.9,1720.1,1814.9,1815.1
,,,,1720.1,1720.3,1815.1,1815.3
,,,,1720.3,1720.5,1815.3,1815.5
,,,,1720.5,1720.7,1815.5,1815.7
,,,,1720.7,1720.9,1815.7,1815.9
,,,,1720.9,1721.1,1815.9,1816.1
,,,,1721.1,1721.3,1816.1,1816.3
,,,,1721.3,1721.5,1816.3,1816.5
,,,,1721.5,1721.7,1816.5,1816.7
,,,,1721.7,1721.9,1816.7,1816.9
,,,,1721.9,1722.1,1816.9,1817.1
,,,,1722.1,1722.3,1817.1,1817.3
,,,,1722.3,1722.5,1817.3,1817.5
,,,,1722.5,1722.7,1817.5,1817.7
,,,,1722.7,1722.9,1817.7,1817.9
,,,,1722.9,1723.1,1817.9,1818.1
,,,,1723.1,1723.3,1818.1,1818.3
,,,,1723.3,1723.5,1818.3,1818.5
,,,,1723.5,1723.7,1818.5,1818.7
,,,,1723.7,1723.9,1818.7,1818.9
,,,,1723.9,1724.1,1818.9,1819.1
,,,,1751.7,1751.9,1846.7,1846.9
,,,,1751.9,1752.1,1846.9,1847.1
,,,,1752.1,1752.3,1847.1,1847.3
,,,,1752.3,1752.5,1847.3,1847.5
,,,,1752.5,1752.7,1847.5,1847.7
,,,,1752.7,1752.9,1847.7,1847.9
,,,,1752.9,1753.1,1847.9,1848.1
,,,,1753.1,1753.3,1848.1,1848.3
,,,,1753.3,1753.5,1848.3,1848.5
,,,,1753.5,1753.7,1848.5,1848.7
,,,,1753.7,1753.9,1848.7,1848.9
,,,,1753.9,1754.1,1848.9,1849.1
,,,,1754.1,1754.3,1849.1,1849.3
,,,,1754.3,1754.5,1849.3,1849.5
,,,,1754.5,1754.7,1849.5,1849.7
,,,,1754.7,1754.9,1849.7,1849.9
,,,,1754.9,1755.1,1849.9,1850.1
,,,,1755.1,1755.3,1850.1,1850.3
,,,,1755.3,1755.5,1850.3,1850.5
,,,,1755.5,1755.7,1850.5,1850.7
,,,,1755.7,1755.9,1850.7,1850.9
,,,,1755.9,1756.1,1850.9,1851.1
,,,,1756.1,1756.3,1851.1,1851.3
,,,,1756.3,1756.5,1851.3,1851.5
,,,,1756.5,1756.7,1851.5,1851.7
,,,Vodafone,1724.1,1724.3,1819.1,1819.3
,,,,1724.3,1724.5,1819.3,1819.5
,,,,1724.5,1724.7,1819.5,1819.7
,,,,1724.7,1724.9,1819.7,1819.9
,,,,1724.9,1725.1,1819.9,1820.1
,,,,1725.1,1725.3,1820.1,1820.3
,,,,1725.3,1725.5,1820.3,1820.5
,,,,1725.5,1725.7,1820.5,1820.7
,,,,1725.7,1725.9,1820.7,1820.9
,,,,1725.9,1726.1,1820.9,1821.1
,,,,1726.1,1726.3,1821.1,1821.3
,,,,1726.3,1726.5,1821.3,1821.5
,,,,1726.5,1726.7,1821.5,1821.7
,,,,1726.7,1726.9,1821.7,1821.9
,,,,1726.9,1727.1,1821.9,1822.1
,,,,1727.1,1727.3,1822.1,1822.3
,,,,1727.3,1727.5,1822.3,1822.5
,,,,1727.5,1727.7,1822.5,1822.7
,,,,1727.7,1727.9,1822.7,1822.9
,,,,1727.9,1728.1,1822.9,1823.1
,,,,1728.1,1728.3,1823.1,1823.3
,,,,1728.3,1728.5,1823.3,1823.5
,,,,1728.5,1728.7,1823.5,1823.7
,,,,1728.7,1728.9,1823.7,1823.9
,,,,1728.9,1729.1,1823.9,1824.1
,,,,1747.3,1747.5,1842.3,1842.5
,,,,1747.5,1747.7,1842.5,1842.7
,,,,1747.7,1747.9,1842.7,1842.9
,,,,1747.9,1748.1,1842.9,1843.1
,,,,1748.1,1748.3,1843.1,1843.3
,,,,1748.3,1748.5,1843.3,1843.5
,,,,1748.5,1748.7,1843.5,1843.7
,,,,1748.7,1748.9,1843.7,1843.9
,,,,1748.9,1749.1,1843.9,1844.1
,,,,1749.1,1749.3,1844.1,1844.3
,,,Bharti Airtel,1730.9,1731.1,1825.9,1826.1
,,,,1731.1,1731.3,1826.1,1826.3
,,,,1731.3,1731.5,1826.3,1826.5
,,,,1731.5,1731.7,1826.5,1826.7
,,,,1731.7,1731.9,1826.7,1826.9
,,,,1731.9,1732.1,1826.9,1827.1
,,,,1732.1,1732.3,1827.1,1827.3
,,,,1732.3,1732.5,1827.3,1827.5
,,,,1732.5,1732.7,1827.5,1827.7
,,,,1732.7,1732.9,1827.7,1827.9
,,,,1732.9,1733.1,1827.9,1828.1
,,,,1733.1,1733.3,1828.1,1828.3
,,,,1733.3,1733.5,1828.3,1828.5
,,,,1733.5,1733.7,1828.5,1828.7
,,,,1733.7,1733.9,1828.7,1828.9
,,,,1733.9,1734.1,1828.9,1829.1
,,,,1734.1,1734.3,1829.1,1829.3
,,,,1734.3,1734.5,1829.3,1829.5
,,,,1734.5,1734.7,1829.5,1829.7
,,,,1734.7,1734.9,1829.7,1829.9
,,,,1734.9,1735.1,1829.9,1830.1
,,,,1735.1,1735.3,1830.1,1830.3
,,,,1735.3,1735.5,1830.3,1830.5
,,,,1735.5,1735.7,1830.5,1830.7
,,,,1735.7,1735.9,1830.7,1830.9
,,,Reliance Jio,1741.1,1741.3,1836.1,1836.3
,,,,1741.3,1741.5,1836.3,1836.5
,,,,1741.5,1741.7,1836.5,1836.7
,,,,1741.7,1741.9,1836.7,1836.9
,,,,1741.9,1742.1,1836.9,1837.1
,,,,1742.1,1742.3,1837.1,1837.3
,,,,1742.3,1742.5,1837.3,1837.5
,,,,1742.5,1742.7,1837.5,1837.7
,,,,1742.7,1742.9,1837.7,1837.9
,,,,1742.9,1743.1,1837.9,1838.1
,,,,1743.1,1743.3,1838.1,1838.3
,,,,1743.3,1743.5,1838.3,1838.5
,,,,1743.5,1743.7,1838.5,1838.7
,,,,1743.7,1743.9,1838.7,1838.9
,,,,1743.9,1744.1,1838.9,1839.1
,,,,1744.1,1744.3,1839.1,1839.3
,,,,1744.3,1744.5,1839.3,1839.5
,,,,1744.5,1744.7,1839.5,1839.7
,,,,1744.7,1744.9,1839.7,1839.9
,,,,1744.9,1745.1,1839.9,1840.1
,,,,1745.1,1745.3,1840.1,1840.3
,,,,1745.3,1745.5,1840.3,1840.5
,,,,1745.5,1745.7,1840.5,1840.7
,,,,1745.7,1745.9,1840.7,1840.9
,,,,1745.9,1746.1,1840.9,1841.1
Kolkata,1800,14.6,Vodafone,1716.9,1717.1,1811.9,1812.1
,,,,1717.1,1717.3,1812.1,1812.3
,,,,1717.3,1717.5,1812.3,1812.5
,,,,1717.5,1717.7,1812.5,1812.7
,,,,1717.7,1717.9,1812.7,1812.9
,,,,1717.9,1718.1,1812.9,1813.1
,,,,1718.1,1718.3,1813.1,1813.3
,,,,1718.3,1718.5,1813.3,1813.5
,,,,1718.5,1718.7,1813.5,1813.7
,,,,1718.7,1718.9,1813.7,1813.9
,,,,1718.9,1719.1,1813.9,1814.1
,,,,1719.1,1719.3,1814.1,1814.3
,,,,1719.3,1719.5,1814.3,1814.5
,,,,1719.5,1719.7,1814.5,1814.7
,,,,1719.7,1719.9,1814.7,1814.9
,,,,1719.9,1720.1,1814.9,1815.1
,,,,1720.1,1720.3,1815.1,1815.3
,,,,1720.3,1720.5,1815.3,1815.5
,,,,1720.5,1720.7,1815.5,1815.7
,,,,1720.7,1720.9,1815.7,1815.9
,,,,1720.9,1721.1,1815.9,1816.1
,,,,1721.1,1721.3,1816.1,1816.3
,,,,1721.3,1721.5,1816.3,1816.5
,,,,1721.5,1721.7,1816.5,1816.7
,,,,1721.7,1721.9,1816.7,1816.9
,,,,1762.5,1762.7,1857.5,1857.7
,,,,1762.7,1762.9,1857.7,1857.9
,,,,1762.9,1763.1,1857.9,1858.1
,,,,1763.1,1763.3,1858.1,1858.3
,,,,1763.3,1763.5,1858.3,1858.5
,,,,1763.5,1763.7,1858.5,1858.7
,,,,1763.7,1763.9,1858.7,1858.9
,,,,1763.9,1764.1,1858.9,1859.1
,,,,1764.1,1764.3,1859.1,1859.3
,,,,1747.9,1748.1,1842.9,1843.1
,,,,1748.1,1748.3,1843.1,1843.3
,,,,1748.3,1748.5,1843.3,1843.5
,,,,1748.5,1748.7,1843.5,1843.7
,,,,1748.7,1748.9,1843.7,1843.9
,,,,1748.9,1749.1,1843.9,1844.1
,,,Bharti Airtel,1721.9,1722.1,1816.9,1817.1
,,,,1722.1,1722.3,1817.1,1817.3
,,,,1722.3,1722.5,1817.3,1817.5
,,,,1722.5,1722.7,1817.5,1817.7
,,,,1722.7,1722.9,1817.7,1817.9
,,,,1722.9,1723.1,1817.9,1818.1
,,,,1723.1,1723.3,1818.1,1818.3
,,,,1723.3,1723.5,1818.3,1818.5
,,,,1723.5,1723.7,1818.5,1818.7
,,,,1723.7,1723.9,1818.7,1818.9
,,,,1723.9,1724.1,1818.9,1819.1
,,,,1724.1,1724.3,1819.1,1819.3
,,,,1724.3,1724.5,1819.3,1819.5
,,,,1724.5,1724.7,1819.5,1819.7
,,,,1724.7,1724.9,1819.7,1819.9
,,,,1724.9,1725.1,1819.9,1820.1
,,,,1725.1,1725.3,1820.1,1820.3
,,,,1725.3,1725.5,1820.3,1820.5
,,,,1725.5,1725.7,1820.5,1820.7
,,,,1725.7,1725.9,1820.7,1820.9
,,,,1725.9,1726.1,1820.9,1821.1
,,,,1726.1,1726.3,1821.1,1821.3
,,,,1726.3,1726.5,1821.3,1821.5
,,,,1726.5,1726.7,1821.5,1821.7
,,,,1726.7,1726.9,1821.9,1821.7
,,,Reliance Jio,1726.9,1727.1,1821.9,1822.1
,,,,1727.1,1727.3,1822.1,1822.3
,,,,1727.3,1727.5,1822.3,1822.5
,,,,1727.5,1727.7,1822.5,1822.7
,,,,1727.7,1727.9,1822.7,1822.9
,,,,1727.9,1728.1,1822.9,1823.1
,,,,1728.1,1728.3,1823.1,1823.3
,,,,1728.3,1728.5,1823.3,1823.5
,,,,1728.5,1728.7,1823.5,1823.7
,,,,1728.7,1728.9,1823.7,1823.9
,,,,1728.9,1729.1,1823.9,1824.1
,,,,1729.1,1729.3,1824.1,1824.3
,,,,1729.3,1729.5,1824.3,1824.5
,,,,1729.5,1729.7,1824.5,1824.7
,,,,1729.7,1729.9,1824.7,1824.9
,,,,1729.9,1730.1,1824.9,1825.1
,,,,1730.1,1730.3,1825.1,1825.3
,,,,1730.3,1730.5,1825.3,1825.5
,,,,1730.5,1730.7,1825.5,1825.7
,,,,1730.7,1730.9,1825.7,1825.9
,,,,1730.9,1731.1,1825.9,1826.1
,,,,1731.1,1731.3,1826.1,1826.3
,,,,1731.3,1731.5,1826.3,1826.5
,,,,1731.5,1731.7,1826.5,1826.7
,,,,1731.7,1731.9,1826.7,1826.9
Madhya Pradesh,1800,10.08,Idea,1737.9,1738.1,1832.9,1833.1
,,,,1738.1,1738.3,1833.1,1833.3
,,,,1738.3,1738.5,1833.3,1833.5
,,,,1738.5,1738.7,1833.5,1833.7
,,,,1738.7,1738.9,1833.7,1833.9
,,,,1738.9,1739.1,1833.9,1834.1
,,,,1739.1,1739.3,1834.1,1834.3
,,,,1739.3,1739.5,1834.3,1834.5
,,,,1739.5,1739.7,1834.5,1834.7
,,,,1739.7,1739.9,1834.7,1834.9
,,,,1739.9,1740.1,1834.9,1835.1
,,,,1740.1,1740.3,1835.1,1835.3
,,,,1740.3,1740.5,1835.3,1835.5
,,,,1740.5,1740.7,1835.5,1835.7
,,,,1740.7,1740.9,1835.7,1835.9
,,,,1740.9,1741.1,1835.9,1836.1
,,,,1741.1,1741.3,1836.1,1836.3
,,,,1741.3,1741.5,1836.3,1836.5
,,,,1741.5,1741.7,1836.5,1836.7
,,,,1741.7,1741.9,1836.7,1836.9
,,,,1741.9,1742.1,1836.9,1837.1
,,,,1742.1,1742.3,1837.1,1837.3
,,,,1742.3,1742.5,1837.3,1837.5
,,,,1742.5,1742.7,1837.5,1837.7
,,,,1742.7,1742.9,1837.7,1837.9
,,,,1764.7,1764.9,1859.7,1859.9
,,,,1745.7,1745.9,1840.7,1840.9
,,,,1745.9,1746.1,1840.9,1841.1
,,,,1746.1,1746.3,1841.1,1841.3
,,,,1746.3,1746.5,1841.3,1841.5
,,,,1714.5,1714.7,1809.5,1809.7
,,,,1714.7,1714.9,1809.7,1809.9
,,,,1714.9,1715.1,1809.9,1810.1
,,,,1723.7,1723.9,1818.7,1818.9
,,,,1723.9,1724.1,1818.9,1819.1
,,,Reliance Jio,1751.1,1751.3,1846.1,1846.3
,,,,1751.3,1751.5,1846.3,1846.5
,,,,1751.5,1751.7,1846.5,1846.7
,,,,1751.7,1751.9,1846.7,1846.9
,,,,1751.9,1752.1,1846.9,1847.1
,,,,1752.1,1752.3,1847.1,1847.3
,,,,1752.3,1752.5,1847.3,1847.5
,,,,1752.5,1752.7,1847.5,1847.7
,,,,1752.7,1752.9,1847.7,1847.9
,,,,1752.9,1753.1,1847.9,1848.1
,,,,1753.1,1753.3,1848.1,1848.3
,,,,1753.3,1753.5,1848.3,1848.5
,,,,1753.5,1753.7,1848.5,1848.7
,,,,1753.7,1753.9,1848.7,1848.9
,,,,1753.9,1754.1,1848.9,1849.1
,,,,1754.1,1754.3,1849.1,1849.3
,,,,1754.3,1754.5,1849.3,1849.5
,,,,1754.5,1754.7,1849.5,1849.7
,,,,1754.7,1754.9,1849.7,1849.9
,,,,1754.9,1755.1,1849.9,1850.1
,,,,1755.1,1755.3,1850.1,1850.3
,,,,1755.3,1755.5,1850.3,1850.5
,,,,1755.5,1755.7,1850.5,1850.7
,,,,1755.7,1755.9,1850.7,1850.9
,,,,1755.9,1756.1,1850.9,1851.1
,,,,1728.5,1728.7,1823.5,1823.7
,,,,1728.7,1728.9,1823.7,1823.9
,,,,1763.7,1763.9,1858.7,1858.9
,,,,1763.9,1764.1,1858.9,1859.1
,,,,1764.1,1764.3,1859.1,1859.3
,,,,1764.3,1764.5,1859.3,1859.5
,,,,1764.5,1764.7,1859.5,1859.7
,,,Bharti Airtel,1756.3,1756.5,1851.3,1851.5
,,,,1756.5,1756.7,1851.5,1851.7
,,,,1756.7,1756.9,1851.7,1851.9
,,,,1756.9,1757.1,1851.9,1852.1
,,,,1757.1,1757.3,1852.1,1852.3
,,,,1757.3,1757.5,1852.3,1852.5
,,,,1757.5,1757.7,1852.5,1852.7
,,,,1757.7,1757.9,1852.7,1852.9
,,,,1757.9,1758.1,1852.9,1853.1
,,,,1758.1,1758.3,1853.1,1853.3
,,,,1758.3,1758.5,1853.3,1853.5
,,,,1758.5,1758.7,1853.5,1853.7
,,,,1758.7,1758.9,1853.7,1853.9
,,,,1758.9,1759.1,1853.9,1854.1
,,,,1759.1,1759.3,1854.1,1854.3
,,,,1759.3,1759.5,1854.3,1854.5
,,,,1759.5,1759.7,1854.5,1854.7
,,,,1759.7,1759.9,1854.7,1854.9
,,,,1726.3,1726.5,1821.3,1821.5
,,,,1726.5,1726.7,1821.5,1821.7
,,,,1726.7,1726.9,1821.7,1821.9
,,,,1726.9,1727.1,1821.9,1822.1
,,,,1727.1,1727.3,1822.1,1822.3
,,,,1727.3,1727.5,1822.3,1822.5
,,,,1727.5,1727.7,1822.5,1822.7
,,,,1727.7,1727.9,1822.7,1822.9
,,,,1727.9,1728.1,1822.9,1823.1
,,,,1728.1,1728.3,1823.1,1823.3
,,,,1728.3,1728.5,1823.3,1823.5
Maharashtra,1800,58.07,Reliance Jio,1724.5,1724.7,1819.5,1819.7
,,,,1724.7,1724.9,1819.7,1819.9
,,,,1724.9,1725.1,1819.9,1820.1
,,,,1725.1,1725.3,1820.1,1820.3
,,,,1725.3,1725.5,1820.3,1820.5
,,,,1725.5,1725.7,1820.5,1820.7
,,,,1725.7,1725.9,1820.7,1820.9
,,,,1725.9,1726.1,1820.9,1821.1
,,,,1726.1,1726.3,1821.1,1821.3
,,,,1726.3,1726.5,1821.3,1821.5
,,,,1726.5,1726.7,1821.5,1821.7
,,,,1726.7,1726.9,1821.7,1821.9
,,,,1726.9,1727.1,1821.9,1822.1
,,,,1727.1,1727.3,1822.1,1822.3
,,,,1727.3,1727.5,1822.3,1822.5
,,,,1727.5,1727.7,1822.5,1822.7
,,,,1727.7,1727.9,1822.7,1822.9
,,,,1727.9,1728.1,1822.9,1823.1
,,,,1728.1,1728.3,1823.1,1823.3
,,,,1728.3,1728.5,1823.3,1823.5
,,,,1728.5,1728.7,1823.5,1823.7
,,,,1728.7,1728.9,1823.7,1823.9
,,,,1728.9,1729.1,1823.9,1824.1
,,,,1729.1,1729.3,1824.1,1824.3
,,,,1729.3,1729.5,1824.3,1824.5
,,,Idea,1710.1,1710.3,1805.1,1805.3
,,,,1710.3,1710.5,1805.3,1805.5
,,,,1710.5,1710.7,1805.5,1805.7
,,,,1710.7,1710.9,1805.7,1805.9
,,,,1710.9,1711.1,1805.9,1806.1
,,,,1711.1,1711.3,1806.1,1806.3
,,,,1711.3,1711.5,1806.3,1806.5
,,,,1711.5,1711.7,1806.5,1806.7
,,,,1711.7,1711.9,1806.7,1806.9
,,,,1711.9,1712.1,1806.9,1807.1
,,,,1712.1,1712.3,1807.1,1807.3
,,,,1712.3,1712.5,1807.3,1807.5
,,,,1712.5,1712.7,1807.5,1807.7
,,,,1712.7,1712.9,1807.7,1807.9
,,,,1712.9,1713.1,1807.9,1808.1
,,,,1713.1,1713.3,1808.1,1808.3
,,,,1713.3,1713.5,1808.3,1808.5
,,,,1713.5,1713.7,1808.5,1808.7
,,,,1713.7,1713.9,1808.7,1808.9
,,,,1713.9,1714.1,1808.9,1809.1
,,,,1714.1,1714.3,1809.1,1809.3
,,,,1714.3,1714.5,1809.3,1809.5
,,,,1714.5,1714.7,1809.5,1809.7
,,,,1714.7,1714.9,1809.7,1809.9
,,,,1714.9,1715.1,1809.9,1810.1
,,,,1761.9,1762.1,1856.9,1857.1
,,,,1762.1,1762.3,1857.1,1857.3
,,,,1762.3,1762.5,1857.3,1857.5
,,,,1762.5,1762.7,1857.5,1857.7
,,,,1762.7,1762.9,1857.7,1857.9
,,,,1762.9,1763.1,1857.9,1858.1
,,,,1763.1,1763.3,1858.1,1858.3
,,,,1763.3,1763.5,1858.3,1858.5
,,,,1763.5,1763.7,1858.5,1858.7
,,,,1763.7,1763.9,1858.7,1858.9
,,,,1763.9,1764.1,1858.9,1859.1
,,,,1764.1,1764.3,1859.1,1859.3
,,,,1764.3,1764.5,1859.3,1859.5
,,,,1764.5,1764.7,1859.5,1859.7
,,,,1764.7,1764.9,1859.7,1859.9
,,,,1758.9,1759.1,1853.9,1854.1
,,,,1759.1,1759.3,1854.1,1854.3
,,,,1759.3,1759.5,1854.3,1854.5
,,,,1759.5,1759.7,1854.5,1854.7
,,,,1759.7,1759.9,1854.7,1854.9
Mumbai,1800,54.4,Bharti Airtel,1710.1,1710.3,1805.1,1805.3
,,,,1710.3,1710.5,1805.3,1805.5
,,,,1710.5,1710.7,1805.5,1805.7
,,,,1710.7,1710.9,1805.7,1805.9
,,,,1710.9,1711.1,1805.9,1806.1
,,,,1711.1,1711.3,1806.1,1806.3
,,,,1711.3,1711.5,1806.3,1806.5
,,,,1711.5,1711.7,1806.5,1806.7
,,,,1711.7,1711.9,1806.7,1806.9
,,,,1711.9,1712.1,1806.9,1807.1
,,,,1712.1,1712.3,1807.1,1807.3
,,,,1712.3,1712.5,1807.3,1807.5
,,,,1712.5,1712.7,1807.5,1807.7
,,,,1712.7,1712.9,1807.7,1807.9
,,,,1712.9,1713.1,1807.9,1808.1
,,,,1713.1,1713.3,1808.1,1808.3
,,,,1713.3,1713.5,1808.3,1808.5
,,,,1713.5,1713.7,1808.5,1808.7
,,,,1713.7,1713.9,1808.7,1808.9
,,,,1713.9,1714.1,1808.9,1809.1
,,,,1714.1,1714.3,1809.1,1809.3
,,,,1714.3,1714.5,1809.3,1809.5
,,,,1714.5,1714.7,1809.5,1809.7
,,,,1714.7,1714.9,1809.7,1809.9
,,,,1714.9,1715.1,1809.9,1810.1
,,,,1760.9,1761.1,1855.9,1856.1
,,,,1737.3,1737.5,1832.3,1832.5
,,,,1737.5,1737.7,1832.5,1832.7
,,,,1737.7,1737.9,1832.7,1832.9
,,,,1737.9,1738.1,1832.9,1833.1
,,,Reliance Jio,1749.1,1749.3,1844.1,1844.3
,,,,1749.3,1749.5,1844.3,1844.5
,,,,1749.5,1749.7,1844.5,1844.7
,,,,1749.7,1749.9,1844.7,1844.9
,,,,1749.9,1750.1,1844.9,1845.1
,,,,1750.1,1750.3,1845.1,1845.3
,,,,1750.3,1750.5,1845.3,1845.5
,,,,1750.5,1750.7,1845.5,1845.7
,,,,1750.7,1750.9,1845.7,1845.9
,,,,1750.9,1751.1,1845.9,1846.1
,,,,1751.1,1751.3,1846.1,1846.3
,,,,1751.3,1751.5,1846.3,1846.5
,,,,1751.5,1751.7,1846.5,1846.7
,,,,1751.7,1751.9,1846.7,1846.9
,,,,1751.9,1752.1,1846.9,1847.1
,,,,1752.1,1752.3,1847.1,1847.3
,,,,1752.3,1752.5,1847.3,1847.5
,,,,1752.5,1752.7,1847.5,1847.7
,,,,1752.7,1752.9,1847.7,1847.9
,,,,1752.9,1753.1,1847.9,1848.1
,,,,1753.1,1753.3,1848.1,1848.3
,,,,1753.3,1753.5,1848.3,1848.5
,,,,1753.5,1753.7,1848.5,1848.7
,,,,1753.7,1753.9,1848.7,1848.9
,,,,1753.9,1754.1,1848.9,1849.1
,,,,1759.3,1759.5,1854.3,1854.5
,,,,1759.5,1759.7,1854.5,1854.7
,,,,1759.7,1759.9,1854.7,1854.9
,,,,1759.9,1760.1,1854.9,1855.1
,,,,1760.1,1760.3,1855.1,1855.3
,,,,1760.3,1760.5,1855.3,1855.5
,,,,1760.5,1760.7,1855.5,1855.7
,,,,1760.7,1760.9,1855.7,1855.9
,,,Vodafone,1754.1,1754.3,1849.1,1849.3
,,,,1754.3,1754.5,1849.3,1849.5
,,,,1754.5,1754.7,1849.5,1849.7
,,,,1754.7,1754.9,1849.7,1849.9
,,,,1754.9,1755.1,1849.9,1850.1
,,,,1755.1,1755.3,1850.1,1850.3
,,,,1755.3,1755.5,1850.3,1850.5
,,,,1755.5,1755.7,1850.5,1850.7
,,,,1755.7,1755.9,1850.7,1850.9
,,,,1755.9,1756.1,1850.9,1851.1
,,,,1756.1,1756.3,1851.1,1851.3
,,,,1756.3,1756.5,1851.3,1851.5
,,,,1756.5,1756.7,1851.5,1851.7
,,,,1756.7,1756.9,1851.7,1851.9
,,,,1756.9,1757.1,1851.9,1852.1
,,,,1757.1,1757.3,1852.1,1852.3
,,,,1757.3,1757.5,1852.3,1852.5
,,,,1757.5,1757.7,1852.5,1852.7
,,,,1757.7,1757.9,1852.7,1852.9
,,,,1757.9,1758.1,1852.9,1853.1
,,,,1758.1,1758.3,1853.1,1853.3
,,,,1758.3,1758.5,1853.3,1853.5
,,,,1758.5,1758.7,1853.5,1853.7
,,,,1758.7,1758.9,1853.7,1853.9
,,,,1758.9,1759.1,1853.9,1854.1
,,,,1717.9,1718.1,1812.9,1813.1
,,,,1761.9,1762.1,1856.9,1857.1
,,,,1762.1,1762.3,1857.1,1857.3
,,,,1762.3,1762.5,1857.3,1857.5
,,,,1762.5,1762.7,1857.5,1857.7
,,,,1762.7,1762.9,1857.7,1857.9
,,,,1762.9,1763.1,1857.9,1858.1
,,,,1763.1,1763.3,1858.1,1858.3
,,,,1763.3,1763.5,1858.3,1858.5
,,,,1763.5,1763.7,1858.5,1858.7
,,,,1763.7,1763.9,1858.7,1858.9
,,,,1763.9,1764.1,1858.9,1859.1
,,,,1764.1,1764.3,1859.1,1859.3
,,,,1764.3,1764.5,1859.3,1859.5
,,,,1764.5,1764.7,1859.5,1859.7
,,,,1764.7,1764.9,1859.7,1859.9
,,,Idea,1715.9,1716.1,1810.9,1811.1
,,,,1716.1,1716.3,1811.1,1811.3
,,,,1716.3,1716.5,1811.3,1811.5
,,,,1716.5,1716.7,1811.5,1811.7
,,,,1716.7,1716.9,1811.7,1811.9
,,,,1716.9,1717.1,1811.9,1812.1
,,,,1717.1,1717.3,1812.1,1812.3
,,,,1717.3,1717.5,1812.3,1812.5
,,,,1717.5,1717.7,1812.5,1812.7
,,,,1717.7,1717.9,1812.7,1812.9
,,,RCOM,1715.3,1715.5,1810.3,1810.5
,,,,1715.5,1715.7,1810.5,1810.7
,,,,1715.7,1715.9,1810.7,1810.9
North East,1800,1.4,Bharti Airtel,1719.5,1719.7,1814.5,1814.7
,,,,1719.7,1719.9,1814.7,1814.9
,,,,1719.9,1720.1,1814.9,1815.1
,,,,1720.1,1720.3,1815.1,1815.3
,,,,1720.3,1720.5,1815.3,1815.5
,,,,1720.5,1720.7,1815.5,1815.7
,,,,1720.7,1720.9,1815.7,1815.9
,,,,1720.9,1721.1,1815.9,1816.1
,,,,1721.1,1721.3,1816.1,1816.3
,,,,1721.3,1721.5,1816.3,1816.5
,,,,1721.5,1721.7,1816.5,1816.7
,,,,1721.7,1721.9,1816.7,1816.9
,,,,1721.9,1722.1,1816.9,1817.1
,,,,1722.1,1722.3,1817.1,1817.3
,,,,1722.3,1722.5,1817.3,1817.5
,,,,1722.5,1722.7,1817.5,1817.7
,,,,1722.7,1722.9,1817.7,1817.9
,,,,1722.9,1723.1,1817.9,1818.1
,,,,1723.1,1723.3,1818.1,1818.3
,,,,1723.3,1723.5,1818.3,1818.5
,,,,1723.5,1723.7,1818.5,1818.7
,,,,1723.7,1723.9,1818.7,1818.9
,,,,1723.9,1724.1,1818.9,1819.1
,,,,1724.1,1724.3,1819.1,1819.3
,,,,1724.3,1724.5,1819.3,1819.5
,,,,1726.1,1726.3,1821.1,1821.3
,,,,1726.3,1726.5,1821.3,1821.5
,,,,1726.5,1726.7,1821.5,1821.7
,,,,1726.7,1726.9,1821.7,1821.9
,,,,1726.9,1727.1,1821.9,1822.1
,,,,1727.1,1727.3,1822.1,1822.3
,,,,1727.3,1727.5,1822.3,1822.5
,,,,1727.5,1727.7,1822.5,1822.7
,,,,1727.7,1727.9,1822.7,1822.9
,,,,1727.9,1728.1,1822.9,1823.1
,,,Reliance Jio,1739.1,1739.3,1834.1,1834.3
,,,,1739.3,1739.5,1834.3,1834.5
,,,,1739.5,1739.7,1834.5,1834.7
,,,,1739.7,1739.9,1834.7,1834.9
,,,,1739.9,1740.1,1834.9,1835.1
,,,,1740.1,1740.3,1835.1,1835.3
,,,,1740.3,1740.5,1835.3,1835.5
,,,,1740.5,1740.7,1835.5,1835.7
,,,,1740.7,1740.9,1835.7,1835.9
,,,,1740.9,1741.1,1835.9,1836.1
,,,,1741.1,1741.3,1836.1,1836.3
,,,,1741.3,1741.5,1836.3,1836.5
,,,,1741.5,1741.7,1836.5,1836.7
,,,,1741.7,1741.9,1836.7,1836.9
,,,,1741.9,1742.1,1836.9,1837.1
,,,,1742.1,1742.3,1837.1,1837.3
,,,,1742.3,1742.5,1837.3,1837.5
,,,,1742.5,1742.7,1837.5,1837.7
,,,,1742.7,1742.9,1837.7,1837.9
